Sample ID	Sex	Verbose Population ID	Simple Population ID	Region	Country	Town or more precise location	Latitude	Longitude	In analysis dataset (1=yes, 0=no)	Release conditions (1=fully public, 0=signed letter)	Contributor for unpublished samples (*indicates a contributor who wished to be acknowledged rather than being listed as an author)											
Egypt1	M	Egyptian_Metspalu	Egyptian	Africa	Egypt	migrants_collected_in_Kuwait	30.173625	31.234131	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu											
Egypt10	M	Egyptian_Metspalu	Egyptian	Africa	Egypt	migrants_collected_in_Kuwait	30.173625	31.234131	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu											
Egypt11	M	Egyptian_Metspalu	Egyptian	Africa	Egypt	migrants_collected_in_Kuwait	30.173625	31.234131	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu											
Egypt12	M	Egyptian_Metspalu	Egyptian	Africa	Egypt	migrants_collected_in_Kuwait	30.173625	31.234131	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu											
Egypt3	M	Egyptian_Metspalu	Egyptian	Africa	Egypt	migrants_collected_in_Kuwait	30.173625	31.234131	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu											
Egypt7	M	Egyptian_Metspalu	Egyptian	Africa	Egypt	migrants_collected_in_Kuwait	30.173625	31.234131	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu											
Egypt8	M	Egyptian_Metspalu	Egyptian	Africa	Egypt	migrants_collected_in_Kuwait	30.173625	31.234131	0	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu											
Egypt9	M	Egyptian_Metspalu	Egyptian	Africa	Egypt	migrants_collected_in_Kuwait	30.173625	31.234131	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu											
EAF4644	M	Afar_WGA	Afar_WGA	Africa	Ethiopia	n/a	11.8	41.4	0	1	Mark G. Thomas / Ayele Tarekegn											
EAF4646	M	Afar_WGA	Afar_WGA	Africa	Ethiopia	n/a	11.8	41.4	0	1	Mark G. Thomas / Ayele Tarekegn											
EAF4648	M	Afar_WGA	Afar_WGA	Africa	Ethiopia	n/a	11.8	41.4	0	1	Mark G. Thomas / Ayele Tarekegn											
EAF4683	M	Afar_WGA	Afar_WGA	Africa	Ethiopia	n/a	11.8	41.4	0	1	Mark G. Thomas / Ayele Tarekegn											
EAF4700	M	Afar_WGA	Afar_WGA	Africa	Ethiopia	n/a	11.8	41.4	0	1	Hamza A. Babiker											
EthiopianJew1570	F	Ethiopian_Jew	Ethiopian_Jew	Africa	Ethiopia	migrants_collected_in_Israel	9.0333333333	38.7333333333	1	1	The National Laboratory for the Genetics of Israeli Populations 											
EthiopianJew1574	F	Ethiopian_Jew	Ethiopian_Jew	Africa	Ethiopia	migrants_collected_in_Israel	9.0333333333	38.7333333333	1	1	The National Laboratory for the Genetics of Israeli Populations 											
EthiopianJew1804	F	Ethiopian_Jew	Ethiopian_Jew	Africa	Ethiopia	migrants_collected_in_Israel	9.0333333333	38.7333333333	1	1	The National Laboratory for the Genetics of Israeli Populations 											
EthiopianJew1818	F	Ethiopian_Jew	Ethiopian_Jew	Africa	Ethiopia	migrants_collected_in_Israel	9.0333333333	38.7333333333	1	1	The National Laboratory for the Genetics of Israeli Populations 											
EthiopianJew1822	M	Ethiopian_Jew	Ethiopian_Jew	Africa	Ethiopia	migrants_collected_in_Israel	9.0333333333	38.7333333333	1	1	The National Laboratory for the Genetics of Israeli Populations 											
EthiopianJew1831	F	Ethiopian_Jew	Ethiopian_Jew	Africa	Ethiopia	migrants_collected_in_Israel	9.0333333333	38.7333333333	1	1	The National Laboratory for the Genetics of Israeli Populations 											
EthiopianJew4690	F	Ethiopian_Jew	Ethiopian_Jew	Africa	Ethiopia	migrants_collected_in_Israel	9.0333333333	38.7333333333	1	1	The National Laboratory for the Genetics of Israeli Populations 											
ADR20106	M	Oromo	Oromo	Africa	Ethiopia	Melkibuta, Ethiopia	9	36.5	1	0	Anna Di Rienzo* / Cynthia Beall* / Amha Gebremedhin*											
ADR20107	M	Oromo	Oromo	Africa	Ethiopia	Melkibuta, Ethiopia	9	36.5	1	0	Anna Di Rienzo* / Cynthia Beall* / Amha Gebremedhin*											
ADR20109	M	Oromo	Oromo	Africa	Ethiopia	Melkibuta, Ethiopia	9	36.5	1	0	Anna Di Rienzo* / Cynthia Beall* / Amha Gebremedhin*											
ADR20112	M	Oromo	Oromo	Africa	Ethiopia	Melkibuta, Ethiopia	9	36.5	1	0	Anna Di Rienzo* / Cynthia Beall* / Amha Gebremedhin*											
ADR20115	M	Oromo	Oromo	Africa	Ethiopia	Melkibuta, Ethiopia	9	36.5	0	0	Anna Di Rienzo* / Cynthia Beall* / Amha Gebremedhin*											
HG02464	M	Gambian_GWD	Gambian	Africa	Gambia	Western District	13.4	16.7	1	1	Coriell Cell Repositories											
HG02465	F	Gambian_GWD	Gambian	Africa	Gambia	Western District	13.4	16.7	1	1	Coriell Cell Repositories											
HG02570	M	Gambian_GWD	Gambian	Africa	Gambia	Western District	13.4	16.7	1	1	Coriell Cell Repositories											
HG02571	F	Gambian_GWD	Gambian	Africa	Gambia	Western District	13.4	16.7	1	1	Coriell Cell Repositories											
HG02573	M	Gambian_GWD	Gambian	Africa	Gambia	Western District	13.4	16.7	1	1	Coriell Cell Repositories											
HG02574	F	Gambian_GWD	Gambian	Africa	Gambia	Western District	13.4	16.7	1	1	Coriell Cell Repositories											
HGDP01405	M	BantuKenya	BantuKenya	Africa	Kenya	?	-3	37	1	1	Patterson et al. 2012											
HGDP01406	M	BantuKenya	BantuKenya	Africa	Kenya	?	-3	37	0	1	Patterson et al. 2012											
HGDP01408	M	BantuKenya	BantuKenya	Africa	Kenya	?	-3	37	1	1	Patterson et al. 2012											
HGDP01411	M	BantuKenya	BantuKenya	Africa	Kenya	?	-3	37	0	1	Patterson et al. 2012											
HGDP01412	M	BantuKenya	BantuKenya	Africa	Kenya	?	-3	37	0	1	Patterson et al. 2012											
HGDP01414	F	BantuKenya	BantuKenya	Africa	Kenya	?	-3	37	1	1	Patterson et al. 2012											
HGDP01415	M	BantuKenya	BantuKenya	Africa	Kenya	?	-3	37	0	1	Patterson et al. 2012											
HGDP01416	M	BantuKenya	BantuKenya	Africa	Kenya	?	-3	37	0	1	Patterson et al. 2012											
HGDP01417	M	BantuKenya	BantuKenya	Africa	Kenya	?	-3	37	1	1	Patterson et al. 2012											
HGDP01418	M	BantuKenya	BantuKenya	Africa	Kenya	?	-3	37	1	1	Patterson et al. 2012											
HGDP01419	M	BantuKenya	BantuKenya	Africa	Kenya	?	-3	37	1	1	Patterson et al. 2012											
Ayodo_47K	M	Kikuyu	Kikuyu	Africa	Kenya	Nyeri	-0.4	36.9	1	1	George Ayodo											
Ayodo_61K	F	Kikuyu	Kikuyu	Africa	Kenya	Nyeri	-0.4	36.9	1	1	George Ayodo											
Ayodo_67K	F	Kikuyu	Kikuyu	Africa	Kenya	Nyeri	-0.4	36.9	1	1	George Ayodo											
Ayodo_83K	F	Kikuyu	Kikuyu	Africa	Kenya	Nyeri	-0.4	36.9	1	1	George Ayodo											
NA19017	F	Luhya_Kenya_LWK	Luhya	Africa	Kenya	Webuye	1.3	36.8	1	1	Coriell Cell Repositories											
NA19019	F	Luhya_Kenya_LWK	Luhya	Africa	Kenya	Webuye	1.3	36.8	1	1	Coriell Cell Repositories											
NA19020	M	Luhya_Kenya_LWK	Luhya	Africa	Kenya	Webuye	1.3	36.8	1	1	Coriell Cell Repositories											
NA19023	F	Luhya_Kenya_LWK	Luhya	Africa	Kenya	Webuye	1.3	36.8	1	1	Coriell Cell Repositories											
NA19024	F	Luhya_Kenya_LWK	Luhya	Africa	Kenya	Webuye	1.3	36.8	1	1	Coriell Cell Repositories											
NA19026	M	Luhya_Kenya_LWK	Luhya	Africa	Kenya	Webuye	1.3	36.8	1	1	Coriell Cell Repositories											
NA19027	M	Luhya_Kenya_LWK	Luhya	Africa	Kenya	Webuye	1.3	36.8	1	1	Coriell Cell Repositories											
NA19044	M	Luhya_Kenya_LWK	Luhya	Africa	Kenya	Webuye	1.3	36.8	1	1	Coriell Cell Repositories											
Ayodo_412C	M	Luo	Luo	Africa	Kenya	BondoDistrict	-0.1	34.3	1	1	George Ayodo											
Ayodo_423C	M	Luo	Luo	Africa	Kenya	BondoDistrict	-0.1	34.3	1	1	George Ayodo											
Ayodo_430C	M	Luo	Luo	Africa	Kenya	BondoDistrict	-0.1	34.3	1	1	George Ayodo											
Ayodo_438C	M	Luo	Luo	Africa	Kenya	BondoDistrict	-0.1	34.3	1	1	George Ayodo											
Ayodo_458C	F	Luo	Luo	Africa	Kenya	BondoDistrict	-0.1	34.3	1	1	George Ayodo											
Ayodo_460C	F	Luo	Luo	Africa	Kenya	BondoDistrict	-0.1	34.3	1	1	George Ayodo											
Ayodo_468C	F	Luo	Luo	Africa	Kenya	BondoDistrict	-0.1	34.3	0	1	George Ayodo											
Ayodo_502C	F	Luo	Luo	Africa	Kenya	BondoDistrict	-0.1	34.3	1	1	George Ayodo											
Ayodo_604C	F	Luo	Luo	Africa	Kenya	BondoDistrict	-0.1	34.3	1	1	George Ayodo											
Ayodo_101M	F	Masai_Ayodo	Masai	Africa	Kenya	Narok	-1.1	35.9	1	1	George Ayodo											
Ayodo_103M	F	Masai_Ayodo	Masai	Africa	Kenya	Narok	-1.1	35.9	1	1	George Ayodo											
Ayodo_36M	F	Masai_Ayodo	Masai	Africa	Kenya	Narok	-1.1	35.9	0	1	George Ayodo											
NA21302	F	Masai_Kinyawa_MKK	Masai	Africa	Kenya	Kinyawa	-1.5	35.2	1	1	Coriell Cell Repositories											
NA21310	F	Masai_Kinyawa_MKK	Masai	Africa	Kenya	Kinyawa	-1.5	35.2	1	1	Coriell Cell Repositories											
NA21366	M	Masai_Kinyawa_MKK	Masai	Africa	Kenya	Kinyawa	-1.5	35.2	1	1	Coriell Cell Repositories											
NA21425	F	Masai_Kinyawa_MKK	Masai	Africa	Kenya	Kinyawa	-1.5	35.2	1	1	Coriell Cell Repositories											
NA21477	M	Masai_Kinyawa_MKK	Masai	Africa	Kenya	Kinyawa	-1.5	35.2	1	1	Coriell Cell Repositories											
NA21487	F	Masai_Kinyawa_MKK	Masai	Africa	Kenya	Kinyawa	-1.5	35.2	1	1	Coriell Cell Repositories											
NA21490	M	Masai_Kinyawa_MKK	Masai	Africa	Kenya	Kinyawa	-1.5	35.2	1	1	Coriell Cell Repositories											
NA21514	M	Masai_Kinyawa_MKK	Masai	Africa	Kenya	Kinyawa	-1.5	35.2	1	1	Coriell Cell Repositories											
NA21581	M	Masai_Kinyawa_MKK	Masai	Africa	Kenya	Kinyawa	-1.5	35.2	1	1	Coriell Cell Repositories											
NA21648	M	Masai_Kinyawa_MKK	Masai	Africa	Kenya	Kinyawa	-1.5	35.2	1	1	Coriell Cell Repositories											
Ayodo_21S	F	Somali	Somali	Africa	Kenya	Garissa	5.6	48.3	1	1	George Ayodo											
Ayodo_23S	F	Somali	Somali	Africa	Kenya	Garissa	5.6	48.3	1	1	George Ayodo											
Ayodo_34S	M	Somali	Somali	Africa	Kenya	Garissa	5.6	48.3	1	1	George Ayodo											
Ayodo_35S	M	Somali	Somali	Africa	Kenya	Garissa	5.6	48.3	1	1	George Ayodo											
Ayodo_40S	M	Somali	Somali	Africa	Kenya	Garissa	5.6	48.3	1	1	George Ayodo											
Ayodo_41S	M	Somali	Somali	Africa	Kenya	Garissa	5.6	48.3	1	1	George Ayodo											
Ayodo_43S	M	Somali	Somali	Africa	Kenya	Garissa	5.6	48.3	1	1	George Ayodo											
Ayodo_52S	M	Somali	Somali	Africa	Kenya	Garissa	5.6	48.3	1	1	George Ayodo											
Ayodo_5S	F	Somali	Somali	Africa	Kenya	Garissa	5.6	48.3	1	1	George Ayodo											
Ayodo_61S	M	Somali	Somali	Africa	Kenya	Garissa	5.6	48.3	1	1	George Ayodo											
Ayodo_69S	M	Somali	Somali	Africa	Kenya	Garissa	5.6	48.3	1	1	George Ayodo											
Ayodo_81S	F	Somali	Somali	Africa	Kenya	Garissa	5.6	48.3	1	1	George Ayodo											
Ayodo_90S	M	Somali	Somali	Africa	Kenya	Garissa	5.6	48.3	1	1	George Ayodo											
HGDP00994	M	Bantu_SA_S_Sotho	BantuSA	Africa	Lesotho	?	-29	29	1	1	Patterson et al. 2012											
LibyanJew1104	F	Libyan_Jew	Libyan_Jew	Africa	Libya	migrants_collected_in_Israel	32.9166666667	13.1833333333	1	1	The National Laboratory for the Genetics of Israeli Populations 											
LibyanJew1263	F	Libyan_Jew	Libyan_Jew	Africa	Libya	migrants_collected_in_Israel	32.9166666667	13.1833333333	1	1	The National Laboratory for the Genetics of Israeli Populations 											
LibyanJew1438	F	Libyan_Jew	Libyan_Jew	Africa	Libya	migrants_collected_in_Israel	32.9166666667	13.1833333333	1	1	The National Laboratory for the Genetics of Israeli Populations 											
LibyanJew1462	F	Libyan_Jew	Libyan_Jew	Africa	Libya	migrants_collected_in_Israel	32.9166666667	13.1833333333	1	1	The National Laboratory for the Genetics of Israeli Populations 											
LibyanJew1601	M	Libyan_Jew	Libyan_Jew	Africa	Libya	migrants_collected_in_Israel	32.9166666667	13.1833333333	1	1	The National Laboratory for the Genetics of Israeli Populations 											
LibyanJew1605	M	Libyan_Jew	Libyan_Jew	Africa	Libya	migrants_collected_in_Israel	32.9166666667	13.1833333333	1	1	The National Laboratory for the Genetics of Israeli Populations 											
LibyanJew1611	M	Libyan_Jew	Libyan_Jew	Africa	Libya	migrants_collected_in_Israel	32.9166666667	13.1833333333	1	1	The National Laboratory for the Genetics of Israeli Populations 											
LibyanJew1639	M	Libyan_Jew	Libyan_Jew	Africa	Libya	migrants_collected_in_Israel	32.9166666667	13.1833333333	1	1	The National Laboratory for the Genetics of Israeli Populations 											
LibyanJew1659	M	Libyan_Jew	Libyan_Jew	Africa	Libya	migrants_collected_in_Israel	32.9166666667	13.1833333333	1	1	The National Laboratory for the Genetics of Israeli Populations 											
BBR030	M	Burbur_WGA	Burbur_WGA	Africa	Morocco	Ifrane	33.5	5.1	0	1	Mark G. Thomas / Fouad Berrada											
BBR031	M	Burbur_WGA	Burbur_WGA	Africa	Morocco	Ifrane	33.5	5.1	0	1	Mark G. Thomas / Fouad Berrada											
BBR032	M	Burbur_WGA	Burbur_WGA	Africa	Morocco	Ifrane	33.5	5.1	0	1	Mark G. Thomas / Fouad Berrada											
BBR033	M	Burbur_WGA	Burbur_WGA	Africa	Morocco	Ifrane	33.5	5.1	0	1	Mark G. Thomas / Fouad Berrada											
BBR034	M	Burbur_WGA	Burbur_WGA	Africa	Morocco	Ifrane	33.5	5.1	0	1	Mark G. Thomas / Fouad Berrada											
MBE11	M	Moroccan	Moroccan	Africa	Morocco	Beni Mellal	32.34	-6.36	0	1	David Comas											
MBE13	M	Moroccan	Moroccan	Africa	Morocco	Beni Mellal	32.34	-6.36	0	1	David Comas											
MBE16	M	Moroccan	Moroccan	Africa	Morocco	Beni Mellal	32.34	-6.36	0	1	David Comas											
MBE19	M	Moroccan	Moroccan	Africa	Morocco	Beni Mellal	32.34	-6.36	0	1	David Comas											
MBE22	M	Moroccan	Moroccan	Africa	Morocco	Beni Mellal	32.34	-6.36	0	1	David Comas											
MBE23	M	Moroccan	Moroccan	Africa	Morocco	Beni Mellal	32.34	-6.36	0	1	David Comas											
MBE3	M	Moroccan	Moroccan	Africa	Morocco	Beni Mellal	32.34	-6.36	0	1	David Comas											
MoroccanJew4634	M	Moroccan_Jew	Moroccan_Jew	Africa	Morocco	migrants_collected_in_Israel	34.02	-6.84	1	1	The National Laboratory for the Genetics of Israeli Populations 											
MoroccanJew4683	F	Moroccan_Jew	Moroccan_Jew	Africa	Morocco	migrants_collected_in_Israel	34.02	-6.84	1	1	The National Laboratory for the Genetics of Israeli Populations 											
MoroccanJew4692	F	Moroccan_Jew	Moroccan_Jew	Africa	Morocco	migrants_collected_in_Israel	34.02	-6.84	1	1	The National Laboratory for the Genetics of Israeli Populations 											
MoroccanJew4789	F	Moroccan_Jew	Moroccan_Jew	Africa	Morocco	migrants_collected_in_Israel	34.02	-6.84	1	1	The National Laboratory for the Genetics of Israeli Populations 											
MoroccanJew5126	M	Moroccan_Jew	Moroccan_Jew	Africa	Morocco	migrants_collected_in_Israel	34.02	-6.84	1	1	The National Laboratory for the Genetics of Israeli Populations 											
MoroccanJew5134	M	Moroccan_Jew	Moroccan_Jew	Africa	Morocco	migrants_collected_in_Israel	34.02	-6.84	0	1	The National Laboratory for the Genetics of Israeli Populations 											
MoroccanJew5168	M	Moroccan_Jew	Moroccan_Jew	Africa	Morocco	migrants_collected_in_Israel	34.02	-6.84	1	1	The National Laboratory for the Genetics of Israeli Populations 											
NAM245	M	Damara	Damara	Africa	Namibia	n/a	-19.8301838241	16.2257391507	1	0	Pickrell et al. 2012 and 2014											
NAM246	M	Damara	Damara	Africa	Namibia	n/a	-19.8301838241	16.2257391507	1	0	Pickrell et al. 2012 and 2014											
NAM259	M	Damara	Damara	Africa	Namibia	n/a	-19.8301838241	16.2257391507	1	0	Pickrell et al. 2012 and 2014											
NAM262	M	Damara	Damara	Africa	Namibia	n/a	-19.8301838241	16.2257391507	1	0	Pickrell et al. 2012 and 2014											
NAM267	M	Damara	Damara	Africa	Namibia	n/a	-19.8301838241	16.2257391507	1	0	Pickrell et al. 2012 and 2014											
NAM268	M	Damara	Damara	Africa	Namibia	n/a	-19.8301838241	16.2257391507	1	0	Pickrell et al. 2012 and 2014											
NAM276	M	Damara	Damara	Africa	Namibia	n/a	-19.8301838241	16.2257391507	0	0	Pickrell et al. 2012 and 2014											
NAM277	M	Damara	Damara	Africa	Namibia	n/a	-19.8301838241	16.2257391507	1	0	Pickrell et al. 2012 and 2014											
NAM284	M	Damara	Damara	Africa	Namibia	n/a	-19.8301838241	16.2257391507	1	0	Pickrell et al. 2012 and 2014											
NAM395	M	Damara	Damara	Africa	Namibia	n/a	-19.8301838241	16.2257391507	1	0	Pickrell et al. 2012 and 2014											
NAM399	M	Damara	Damara	Africa	Namibia	n/a	-19.8301838241	16.2257391507	1	0	Pickrell et al. 2012 and 2014											
NAM410	M	Damara	Damara	Africa	Namibia	n/a	-19.8301838241	16.2257391507	1	0	Pickrell et al. 2012 and 2014											
NAM452	M	Damara	Damara	Africa	Namibia	n/a	-19.8301838241	16.2257391507	1	0	Pickrell et al. 2012 and 2014											
NAM111	M	Haiom	Haiom	Africa	Namibia	n/a	-19.3450767675	16.9694943711	0	0	Pickrell et al. 2012 and 2014											
NAM113	M	Haiom	Haiom	Africa	Namibia	n/a	-19.3450767675	16.9694943711	0	0	Pickrell et al. 2012 and 2014											
NAM209	M	Haiom	Haiom	Africa	Namibia	n/a	-19.3450767675	16.9694943711	1	0	Pickrell et al. 2012 and 2014											
NAM211	M	Haiom	Haiom	Africa	Namibia	n/a	-19.3450767675	16.9694943711	1	0	Pickrell et al. 2012 and 2014											
NAM217	M	Haiom	Haiom	Africa	Namibia	n/a	-19.3450767675	16.9694943711	1	0	Pickrell et al. 2012 and 2014											
NAM232	M	Haiom	Haiom	Africa	Namibia	n/a	-19.3450767675	16.9694943711	1	0	Pickrell et al. 2012 and 2014											
NAM369	M	Haiom	Haiom	Africa	Namibia	n/a	-19.3450767675	16.9694943711	1	0	Pickrell et al. 2012 and 2014											
NAM370	M	Haiom	Haiom	Africa	Namibia	n/a	-19.3450767675	16.9694943711	1	0	Pickrell et al. 2012 and 2014											
NAM371	M	Haiom	Haiom	Africa	Namibia	n/a	-19.3450767675	16.9694943711	1	0	Pickrell et al. 2012 and 2014											
NAM244	M	Himba	Himba	Africa	Namibia	n/a	-19.1006760478	14.1235012641	0	0	Pickrell et al. 2012 and 2014											
NAM294	M	Himba	Himba	Africa	Namibia	n/a	-19.1006760478	14.1235012641	1	0	Pickrell et al. 2012 and 2014											
NAM295	M	Himba	Himba	Africa	Namibia	n/a	-19.1006760478	14.1235012641	1	0	Pickrell et al. 2012 and 2014											
NAM296	M	Himba	Himba	Africa	Namibia	n/a	-19.1006760478	14.1235012641	1	0	Pickrell et al. 2012 and 2014											
NAM401	M	Himba	Himba	Africa	Namibia	n/a	-19.1006760478	14.1235012641	1	0	Pickrell et al. 2012 and 2014											
BOT6.091	F	Ju_hoan_North	Ju_hoan_North	Africa	Namibia	n/a	-18.9372568919	21.4524476397	1	0	Pickrell et al. 2012 and 2014											
BOT6.092	M	Ju_hoan_North	Ju_hoan_North	Africa	Namibia	n/a	-18.9372568919	21.4524476397	1	0	Pickrell et al. 2012 and 2014											
BOT6.098	M	Ju_hoan_North	Ju_hoan_North	Africa	Namibia	n/a	-18.9372568919	21.4524476397	1	0	Pickrell et al. 2012 and 2014											
BOT6.099	M	Ju_hoan_North	Ju_hoan_North	Africa	Namibia	n/a	-18.9372568919	21.4524476397	1	0	Pickrell et al. 2012 and 2014											
BOT6.126	M	Ju_hoan_North	Ju_hoan_North	Africa	Namibia	n/a	-18.9372568919	21.4524476397	1	0	Pickrell et al. 2012 and 2014											
BOT6.127	F	Ju_hoan_North	Ju_hoan_North	Africa	Namibia	n/a	-18.9372568919	21.4524476397	1	0	Pickrell et al. 2012 and 2014											
BOT6.128	F	Ju_hoan_North	Ju_hoan_North	Africa	Namibia	n/a	-18.9372568919	21.4524476397	1	0	Pickrell et al. 2012 and 2014											
BOT6.130	F	Ju_hoan_North	Ju_hoan_North	Africa	Namibia	n/a	-18.9372568919	21.4524476397	1	0	Pickrell et al. 2012 and 2014											
BOT6.138	M	Ju_hoan_North	Ju_hoan_North	Africa	Namibia	n/a	-18.9372568919	21.4524476397	1	0	Pickrell et al. 2012 and 2014											
BOT6.139	M	Ju_hoan_North	Ju_hoan_North	Africa	Namibia	n/a	-18.9372568919	21.4524476397	1	0	Pickrell et al. 2012 and 2014											
BOT6.147	M	Ju_hoan_North	Ju_hoan_North	Africa	Namibia	n/a	-18.9372568919	21.4524476397	1	0	Pickrell et al. 2012 and 2014											
BOT6.148	M	Ju_hoan_North	Ju_hoan_North	Africa	Namibia	n/a	-18.9372568919	21.4524476397	1	0	Pickrell et al. 2012 and 2014											
BOT6.164	M	Ju_hoan_North	Ju_hoan_North	Africa	Namibia	n/a	-18.9372568919	21.4524476397	1	0	Pickrell et al. 2012 and 2014											
BOT6.192	M	Ju_hoan_North	Ju_hoan_North	Africa	Namibia	n/a	-18.9372568919	21.4524476397	1	0	Pickrell et al. 2012 and 2014											
BOT6.193	M	Ju_hoan_North	Ju_hoan_North	Africa	Namibia	n/a	-18.9372568919	21.4524476397	1	0	Pickrell et al. 2012 and 2014											
BOT6.195	M	Ju_hoan_North	Ju_hoan_North	Africa	Namibia	n/a	-18.9372568919	21.4524476397	1	0	Pickrell et al. 2012 and 2014											
HGDP00987	M	Ju_hoan_North	Ju_hoan_North	Africa	Namibia	?	-18.9372568919	21.4524476397	1	0	Patterson et al. 2012											
HGDP00991	M	Ju_hoan_North	Ju_hoan_North	Africa	Namibia	?	-18.9372568919	21.4524476397	1	0	Patterson et al. 2012											
HGDP00992	M	Ju_hoan_North	Ju_hoan_North	Africa	Namibia	?	-18.9372568919	21.4524476397	1	0	Patterson et al. 2012											
HGDP01029	M	Ju_hoan_North	Ju_hoan_North	Africa	Namibia	?	-18.9372568919	21.4524476397	0	0	Patterson et al. 2012											
HGDP01029_WGA	M	Ju_hoan_North	Ju_hoan_North	Africa	Namibia	?	-18.9372568919	21.4524476397	0	0	Patterson et al. 2012											
HGDP01032	M	Ju_hoan_North	Ju_hoan_North	Africa	Namibia	?	-18.9372568919	21.4524476397	1	0	Patterson et al. 2012											
HGDP01036	M	Ju_hoan_North	Ju_hoan_North	Africa	Namibia	?	-18.9372568919	21.4524476397	1	0	Patterson et al. 2012											
NAM003	M	Ju_hoan_North	Ju_hoan_North	Africa	Namibia	n/a	-18.9372568919	21.4524476397	1	0	Pickrell et al. 2012 and 2014											
NAM299	M	Nama	Nama	Africa	Namibia	n/a	-24.2660934882	17.2608889329	1	0	Pickrell et al. 2012 and 2014											
NAM304	M	Nama	Nama	Africa	Namibia	n/a	-24.2660934882	17.2608889329	1	0	Pickrell et al. 2012 and 2014											
NAM308	M	Nama	Nama	Africa	Namibia	n/a	-24.2660934882	17.2608889329	1	0	Pickrell et al. 2012 and 2014											
NAM317	M	Nama	Nama	Africa	Namibia	n/a	-24.2660934882	17.2608889329	1	0	Pickrell et al. 2012 and 2014											
NAM321	M	Nama	Nama	Africa	Namibia	n/a	-24.2660934882	17.2608889329	1	0	Pickrell et al. 2012 and 2014											
NAM325	M	Nama	Nama	Africa	Namibia	n/a	-24.2660934882	17.2608889329	1	0	Pickrell et al. 2012 and 2014											
NAM326	M	Nama	Nama	Africa	Namibia	n/a	-24.2660934882	17.2608889329	1	0	Pickrell et al. 2012 and 2014											
NAM412	M	Nama	Nama	Africa	Namibia	n/a	-24.2660934882	17.2608889329	1	0	Pickrell et al. 2012 and 2014											
